FECHA,DIA,HORA,BARRIO,MES,ZONA,CLASE_DE_SITIO,ARMA_EMPLEADA,MOVIL_VICTIMA,MOVIL_AGRESOR,EDAD,ESTADO_CIVIL,PAIS_NACIMIENTO,CLASE_EMPLEADO,PROFESION,ESCOLARIDAD,GENERO
2013-12-25,Miércoles,00:15:00,LA MARICHUELA E-5,dic.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26.0,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2013-12-25,Miércoles,09:45:00,MONTEBLANCO E-5,dic.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2013-12-25,Miércoles,02:45:00,LA ESTRELLA DEL SUR E-19,dic.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2013-12-25,Miércoles,04:10:00,FONTIBON CENTRO E-9,dic.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18.0,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,MASCULINO
2013-12-25,Miércoles,04:45:00,MIRADOR - NUTIBARA E-19,dic.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2013-12-25,Miércoles,04:05:00,MILLAN LOS SAUCES E-19,dic.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2013-12-25,Miércoles,06:38:00,LUCERO BAJO E-19,dic.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,41.0,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2013-12-25,Miércoles,05:06:00,EL BOSQUE E-19,dic.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2013-12-26,Jueves,00:30:00,GUACAMAYAS I-II E-4,dic.,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,49.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2013-12-26,Jueves,21:07:00,SAN AGUSTIN SUR E-18,dic.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2013-12-26,Jueves,20:03:00,VALLADOLID E-8,dic.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2013-12-27,Viernes,21:40:00,NUEVO SAN LUIS E-5,dic.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2013-12-28,Sábado,05:35:00,VALBANERA E-15,dic.,URBANA,CONJUNTO RESIDENCIAL,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2013-12-28,Sábado,19:37:00,EL CODITO E-1,dic.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,53.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2013-12-29,Domingo,21:30:00,GIBRALTAR E-19,dic.,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38.0,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,FEMENINO
2013-12-29,Domingo,04:30:00,SAN ANDRESITO NORTE E-1,dic.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2013-12-29,Domingo,08:45:00,VILLA DE LA LOMA E-8,dic.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2013-12-29,Domingo,18:42:00,BARCELONA E-4,dic.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2013-12-29,Domingo,22:39:00,MOLINOS DEL SUR E-18,dic.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2013-12-29,Domingo,02:23:00,LA CASTAÑA E-4,dic.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2013-12-29,Domingo,08:27:00,LOS SOCHES E-5,dic.,RURAL,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,55.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2013-12-30,Lunes,01:30:00,VEINTE DE JULIO E-4,dic.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2013-12-31,Martes,22:00:00,ALAMEDA DEL SUR E-18,dic.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2013-12-31,Martes,23:00:00,BERLIN SUBA E-11,dic.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2013-12-31,Martes,22:20:00,LUCERO ALTO E-19,dic.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2013-12-31,Martes,20:06:00,LA LIBERTAD E-7,dic.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2013-12-31,Martes,00:16:00,CIUDAD KENNEDY CENTRAL E-8,dic.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2014-01-01,Miércoles,23:00:00,LAS CRUCES E-3,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38.0,SOLTERO,COLOMBIA,DELINCUENCIA,-,SECUNDARIA,MASCULINO
2014-01-01,Miércoles,08:00:00,EL AMPARO E-8,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-01,Miércoles,22:30:00,CIUDAD KENNEDY CENTRAL E-8,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,-,A PIE,63.0,CASADO,COLOMBIA,PENSIONADO,-,SECUNDARIA,MASCULINO
2014-01-01,Miércoles,10:30:00,VILLA NUEVA E-8,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-01,Miércoles,12:30:00,LOS PIJAOS E-18,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-01,Miércoles,02:50:00,BELLAVISTA E-8,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2014-01-01,Miércoles,07:10:00,NUEVAS MALVINAS (EL TRIUNFO S.O) E-4,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-01,Miércoles,17:55:00,EL PARAISO E-19,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,41.0,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-01,Miércoles,02:35:00,EL PARAISO E-19,ene.,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,MASCULINO
2014-01-01,Miércoles,04:35:00,GRAN YOMASA E-5,ene.,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-01,Miércoles,09:55:00,BOSA NOVA E-7,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-01,Miércoles,10:17:00,NUEVA GLORIA E-4,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2014-01-02,Jueves,17:30:00,HUMBERTO VALENCIA E-7,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,44.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-02,Jueves,15:30:00,GIRARDOT E-3,ene.,URBANA,INTERIOR VEHICULO SERVICIO PUBLICO,ARMA BLANCA / CORTOPUNZANTE,CONDUCTOR TAXI,PASAJERO TAXI,59.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2014-01-02,Jueves,02:11:00,LAS NIEVES E-3,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24.0,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-03,Viernes,08:00:00,EL NUEVO PORTAL E-5,ene.,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-04,Sábado,18:05:00,BRASILIA I SECTOR E-7,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,-,A PIE,33.0,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-04,Sábado,21:12:00,VILLA HERMOSA E-11,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,-,A PIE,29.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-05,Domingo,08:00:00,CIUDAD SANTA ROSA E-4,ene.,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-05,Domingo,04:25:00,BRASILIA SUR E-5,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21.0,SOLTERO,COLOMBIA,EMPLEADO POLICIAL,POLICIAS,TECNOLOGO,MASCULINO
2014-01-07,Martes,17:40:00,EL AMPARO E-8,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,FEMENINO
2014-01-07,Martes,23:40:00,EL TESORITO E-19,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-10,Viernes,03:30:00,GUSTAVO RESTREPO E-18,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-10,Viernes,23:28:00,VENECIA E-6,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35.0,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-11,Sábado,10:30:00,TURINGIA E-11,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,MASCULINO
2014-01-11,Sábado,00:00:00,SUMAPAZ E-20,ene.,RURAL,POTREROS,ARMA DE FUEGO,A PIE,A PIE,41.0,CASADO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2014-01-11,Sábado,00:00:00,SUMAPAZ E-20,ene.,RURAL,POTREROS,ARMA DE FUEGO,A PIE,A PIE,43.0,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,MASCULINO
2014-01-11,Sábado,00:00:00,SUMAPAZ E-20,ene.,RURAL,POTREROS,ARMA DE FUEGO,A PIE,A PIE,49.0,SOLTERO,COLOMBIA,EMPLEADO PUBLICO,-,TECNICO,MASCULINO
2014-01-11,Sábado,04:50:00,VISTA HERMOSA E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,MASCULINO
2014-01-11,Sábado,20:11:00,SAN JORGE E-18,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,-,A PIE,20.0,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,MASCULINO
2014-01-12,Domingo,01:45:00,LAS MARGARITAS E-8,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,PASAJERO TAXI,CONDUCTOR TAXI,46.0,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,MASCULINO
2014-01-12,Domingo,06:05:00,JUAN PABLO II E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR TAXI,PASAJERO TAXI,29.0,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2014-01-12,Domingo,20:17:00,ALQUERIAS DE LA FRAGUA E-8,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,PASAJERO MOTOCICLETA,23.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2014-01-12,Domingo,05:36:00,LA GLORIA E-4,ene.,URBANA,LOTE BALDIO,ARMA DE FUEGO,-,A PIE,23.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2014-01-13,Lunes,02:00:00,EL TESORO E-19,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,68.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-13,Lunes,00:53:00,LA FAVORITA E-14,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,50.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2014-01-14,Martes,01:30:00,VERACRUZ E-3,ene.,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,51.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2014-01-14,Martes,11:45:00,CHORRILLOS E-11,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-14,Martes,00:02:00,SAN LUIS E-5,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,MASCULINO
2014-01-14,Martes,20:16:00,LA ESTANZUELA E-14,ene.,URBANA,INTERIOR VEHICULO PARTICULAR,ARMA DE FUEGO,A PIE,A PIE,43.0,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,MASCULINO
2014-01-14,Martes,17:47:00,GIRARDOT E-3,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,53.0,SOLTERO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,FEMENINO
2014-01-15,Miércoles,04:00:00,VITELMA E-4,ene.,URBANA,POTREROS,ARMA DE FUEGO,A PIE,A PIE,25.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2014-01-15,Miércoles,18:05:00,CASTILLA LA NUEVA E-8,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2014-01-15,Miércoles,22:16:00,EL PINAR E-11,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,FEMENINO
2014-01-15,Miércoles,12:46:00,LA PAZ E-18,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2014-01-16,Jueves,22:23:00,ATENAS E-4,ene.,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,24.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,FEMENINO
2014-01-17,Viernes,12:30:00,SANTA ANA SUR E-4,ene.,URBANA,CAÑOS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,MASCULINO
2014-01-17,Viernes,19:10:00,ARBORIZADORA BAJA E-19,ene.,URBANA,POTREROS,ARMA BLANCA / CORTOPUNZANTE,-,A PIE,25.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,MASCULINO
2014-01-18,Sábado,00:10:00,VILLA NELLY E-8,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,49.0,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2014-01-18,Sábado,18:45:00,YOMASA NORTE E-5,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,51.0,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,FEMENINO
2014-01-18,Sábado,20:58:00,EL CODITO E-1,ene.,URBANA,TIENDA,ARMA DE FUEGO,A PIE,A PIE,38.0,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,MASCULINO
2014-01-18,Sábado,22:42:00,LA FAVORITA E-14,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-18,Sábado,18:32:00,LAS CANTERAS E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-19,Domingo,20:30:00,ESPINOS I E-19,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,65.0,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,FEMENINO
2014-01-19,Domingo,09:00:00,BELLAVISTA E-8,ene.,URBANA,TIENDA,ARMA DE FUEGO,A PIE,A PIE,63.0,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,FEMENINO
2014-01-19,Domingo,05:20:00,SAN RAFAEL SUR E-19,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2014-01-20,Lunes,23:08:00,EL REGALO II SECTOR E-7,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2014-01-21,Martes,05:50:00,SAN ANTONIO E-1,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,MASCULINO
2014-01-21,Martes,18:22:00,MOLINOS DEL SUR E-18,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,45.0,CASADO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2014-01-22,Miércoles,13:10:00,NOGALES DE SUBA E-11,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,MASCULINO
2014-01-22,Miércoles,08:07:00,CENTRO NARIÑO E-13,ene.,URBANA,APARTAMENTO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,50.0,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,FEMENINO
2014-01-22,Miércoles,08:07:00,CENTRO NARIÑO E-13,ene.,URBANA,APARTAMENTO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,80.0,CASADO,COLOMBIA,PENSIONADO,-,SECUNDARIA,MASCULINO
2014-01-23,Jueves,20:05:00,SAN FERNANDO E-12,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,37.0,SEPARADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-24,Viernes,22:49:00,VILLA GLORIA I E-11,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,54.0,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-25,Sábado,21:15:00,LA PAZ E-18,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2014-01-25,Sábado,11:45:00,ALFONSO LOPEZ E-5,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2014-01-25,Sábado,20:55:00,PALMA ALDEA E-11,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,BICICLETA,19.0,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,MASCULINO
2014-01-25,Sábado,04:35:00,SIERRA MORENA E-19,ene.,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,21.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2014-01-25,Sábado,20:33:00,SALAZAR GOMEZ E-16,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2014-01-25,Sábado,21:16:00,VENECIA E-6,ene.,URBANA,LOCAL COMERCIAL,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,59.0,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,MASCULINO
2014-01-25,Sábado,04:43:00,CARVAJAL E-8,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17.0,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,MASCULINO
2014-01-26,Domingo,20:00:00,SIERRA MORENA E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-26,Domingo,17:30:00,LA RIVIERA E-10,ene.,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,12.0,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,MASCULINO
2014-01-26,Domingo,08:30:00,RICAURTE E-14,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-26,Domingo,02:30:00,ANTONIO MORALES GALVIS E-18,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,47.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-26,Domingo,02:30:00,BELLAVISTA E-8,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-26,Domingo,04:10:00,LIBERTADORES E-4,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-26,Domingo,04:58:00,REPUBLICA DE CANADA E-4,ene.,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,35.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-26,Domingo,06:14:00,WALESSA E-11,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-27,Lunes,21:30:00,ANTONIA SANTOS E-7,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22.0,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2014-01-27,Lunes,03:25:00,COSTA AZUL I Y II ETAPA E-11,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
