FECHA,DIA,HORA,BARRIO,MES,ZONA,CLASE_DE_SITIO,ARMA_EMPLEADA,MOVIL_VICTIMA,MOVIL_AGRESOR,EDAD,ESTADO_CIVIL,PAIS_NACIMIENTO,CLASE_EMPLEADO,PROFESION,ESCOLARIDAD,GENERO
2010-01-01,Viernes,17:00:00,ANTONIA SANTOS E-7,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40.0,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-01,Viernes,11:00:00,EL AMPARO E-8,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37.0,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,MASCULINO
2010-01-01,Viernes,05:30:00,GUACAMAYAS I-II E-4,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-01,Viernes,05:30:00,GUACAMAYAS I-II E-4,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25.0,NO REPORTA,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-01,Viernes,19:40:00,LA FLORIDA SUR E-19,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,47.0,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-01,Viernes,00:10:00,SANTA CECILIA I E-11,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-01,Viernes,08:10:00,LA VICTORIA E-4,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,45.0,CASADO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2010-01-01,Viernes,10:35:00,POTOSI E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30.0,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,MASCULINO
2010-01-01,Viernes,11:28:00,DIANA TURBAY E-18,ene.,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,34.0,UNION LIBRE,COLOMBIA,AMA DE CASA,-,SECUNDARIA,FEMENINO
2010-01-01,Viernes,01:27:00,VILLA GLORIA E-19,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,51.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-01,Viernes,02:22:00,LA FAVORITA E-14,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,41.0,SOLTERO,ECUADOR,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-01,Viernes,13:36:00,LAS BRISAS E-19,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,FEMENINO
2010-01-01,Viernes,03:17:00,QUIRIGUA I E-10,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,16.0,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,MASCULINO
2010-01-01,Viernes,03:56:00,SANTA ROSA SUR E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,FEMENINO
2010-01-01,Viernes,03:56:00,SANTA ROSA SUR E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-01,Viernes,05:29:00,VILLA NYDIA E-1,ene.,URBANA,PARQUES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-02,Sábado,18:38:00,EL PARAISO E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-03,Domingo,01:45:00,EL PORVENIR E-5,ene.,URBANA,TIENDA,ARMA DE FUEGO,A PIE,A PIE,45.0,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2010-01-05,Martes,19:30:00,EL RECREO E-7,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,MASCULINO
2010-01-05,Martes,10:30:00,VOTO NACIONAL E-14,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30.0,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-05,Martes,07:00:00,DANUBIO AZUL E-5,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2010-01-05,Martes,14:20:00,CARLOS ALBAN HOLGUIN E-7,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26.0,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,PRIMARIA,MASCULINO
2010-01-05,Martes,21:24:00,LAS CRUCES E-3,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,55.0,NO REPORTA,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-06,Miércoles,21:33:00,SAN BERNARDO E-3,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,46.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,MASCULINO
2010-01-06,Miércoles,21:09:00,LOS PINOS E-5,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2010-01-07,Jueves,22:30:00,EL AMPARO E-8,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23.0,NO REPORTA,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-07,Jueves,20:20:00,CLASS E-8,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,67.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2010-01-07,Jueves,14:14:00,SIMON BOLIVAR E-12,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,54.0,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,FEMENINO
2010-01-08,Viernes,03:05:00,LA LIBERTAD I E-7,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21.0,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADA,SECUNDARIA,MASCULINO
2010-01-08,Viernes,13:39:00,UNICENTRO E-1,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,55.0,CASADO,COLOMBIA,COMERCIANTE,NO REPORTADA,SECUNDARIA,MASCULINO
2010-01-09,Sábado,19:30:00,LA PRIMAVERA NORTE E-16,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34.0,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,MASCULINO
2010-01-09,Sábado,11:30:00,CASAVIANCA E-19,ene.,URBANA,PANADERIAS,ARMA DE FUEGO,A PIE,A PIE,43.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,FEMENINO
2010-01-09,Sábado,00:30:00,LAS ORQUIDEAS E-1,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,MASCULINO
2010-01-09,Sábado,18:15:00,SAN CARLOS E-6,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35.0,NO REPORTA,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-09,Sábado,01:20:00,LOS LACHES E-3,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37.0,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-09,Sábado,07:20:00,EL AMPARO E-8,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2010-01-09,Sábado,04:45:00,EL CORTIJO E-5,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26.0,NO REPORTA,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-09,Sábado,17:17:00,LA VICTORIA E-4,ene.,URBANA,BILLARES,ARMA DE FUEGO,A PIE,A PIE,37.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2010-01-10,Domingo,05:00:00,LA AURORA I SECTOR E-5,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25.0,NO REPORTA,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-10,Domingo,02:35:00,TIBABUYES I SECTOR E-11,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,42.0,NO REPORTA,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-11,Lunes,03:40:00,JERUSALEN E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,55.0,UNION LIBRE,COLOMBIA,AMA DE CASA,-,PRIMARIA,FEMENINO
2010-01-11,Lunes,07:15:00,LA ALQUERIA E-16,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-11,Lunes,02:35:00,AMERICAS OCCIDENTAL I ETAPA E-8,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-12,Martes,19:35:00,GUSTAVO RESTREPO E-18,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-12,Martes,09:55:00,SAN BERNARDO E-3,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,16.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-13,Miércoles,21:03:00,CANDELARIA LA NUEVA I SECTOR E-19,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2010-01-15,Viernes,01:51:00,NUEVA ARGENTINA E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,56.0,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-16,Sábado,08:30:00,LAS COLUMNAS E-4,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-16,Sábado,20:20:00,TEUSAQUILLO E-13,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-16,Sábado,19:48:00,SAN FRANCISCO E-19,ene.,URBANA,PANADERIAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,59.0,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,MASCULINO
2010-01-16,Sábado,00:29:00,ENGATIVA E-10,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,54.0,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2010-01-17,Domingo,05:00:00,VILLA GLADIS E-10,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28.0,SEPARADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-17,Domingo,01:30:00,LAGUNETA E-6,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-17,Domingo,03:30:00,DIANA TURBAY E-18,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-17,Domingo,13:45:00,CHAPINERO CENTRAL E-2,ene.,URBANA,INSTALACIONES DE LA POLICIA,ARMA DE FUEGO,A PIE,A PIE,20.0,SOLTERO,COLOMBIA,EMPLEADO POLICIAL,POLICIAS,SECUNDARIA,MASCULINO
2010-01-17,Domingo,03:10:00,GUACAMAYAS I-II E-4,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-17,Domingo,22:05:00,SANTA LIBRADA E-5,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-17,Domingo,01:25:00,BETANIA E-7,ene.,URBANA,PANADERIAS,ARMA DE FUEGO,A PIE,A PIE,25.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-17,Domingo,01:25:00,BETANIA E-7,ene.,URBANA,PANADERIAS,ARMA DE FUEGO,A PIE,A PIE,29.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-17,Domingo,01:55:00,ARBORIZADORA ALTA E-19,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-17,Domingo,23:38:00,DANUBIO AZUL E-5,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-17,Domingo,11:38:00,HOLANDA E-7,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-17,Domingo,01:42:00,ENGATIVA E-10,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40.0,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2010-01-17,Domingo,04:22:00,SIMON BOLIVAR E-12,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-18,Lunes,19:40:00,CIUDAD KENNEDY CENTRO CIVICO D.L.F. E-8,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,MASCULINO
2010-01-19,Martes,20:10:00,BACHUE E-10,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2010-01-19,Martes,06:45:00,LUCERO ALTO E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2010-01-19,Martes,15:40:00,CERROS NORTE E-1,ene.,RURAL,POTREROS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2010-01-20,Miércoles,22:30:00,SANTA LIBRADA E-5,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40.0,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-21,Jueves,18:30:00,LOS ALPES E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31.0,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-21,Jueves,09:42:00,SANTA HELENA E-11,ene.,URBANA,LOCAL COMERCIAL,ARMA DE FUEGO,A PIE,A PIE,52.0,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-22,Viernes,20:25:00,JUAN PABLO II E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,41.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2010-01-22,Viernes,05:41:00,BOSA CARBONEL II E-7,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23.0,NO REPORTA,COLOMBIA,INDEPENDIENTE,NO REPORTADA,NO REPORTADO,MASCULINO
2010-01-23,Sábado,15:00:00,RINCONCITO E-11,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-23,Sábado,17:20:00,DIANA TURBAY E-18,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20.0,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADA,SECUNDARIA,MASCULINO
2010-01-23,Sábado,23:20:00,VILLA DIANA E-4,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,MASCULINO
2010-01-23,Sábado,06:45:00,NUEVA GRANADA E-2,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27.0,SOLTERO,COLOMBIA,COMERCIANTE,-,PRIMARIA,MASCULINO
2010-01-24,Domingo,21:30:00,MIRAVALLE E-5,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2010-01-24,Domingo,23:00:00,LA MACARENA E-3,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,57.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,MASCULINO
2010-01-24,Domingo,05:00:00,SOTAVENTO E-19,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-24,Domingo,22:05:00,LA CAÑIZA SECTOR I E-11,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34.0,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,MASCULINO
2010-01-24,Domingo,00:35:00,SANTO DOMINGO E-19,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,MASCULINO
2010-01-24,Domingo,05:35:00,SANTA CECILIA NORTE PARTE ALTA E-1,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-24,Domingo,15:07:00,LAS CRUCES E-3,ene.,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,22.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-24,Domingo,02:23:00,LAS PALMERAS E-8,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-24,Domingo,08:11:00,COMPARTIR E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2010-01-25,Lunes,15:56:00,URB. ACAPULCO E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,47.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2010-01-26,Martes,21:00:00,EL PARAISO E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24.0,NO REPORTA,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,MASCULINO
2010-01-27,Miércoles,22:15:00,GRAN BRITALIA E-8,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,MASCULINO
2010-01-27,Miércoles,15:50:00,ALHAMBRA SECTOR NORTE E-11,ene.,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,50.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,FEMENINO
2010-01-27,Miércoles,19:33:00,COMPARTIR E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,38.0,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,FEMENINO
2010-01-28,Jueves,16:40:00,SANTA BARBARA E-1,ene.,URBANA,FRENTE CENTRO COMERCIAL,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,42.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,"PILOTOS, INGENIEROS E INSTRUCTORES DE VUELO",SUPERIOR,MASCULINO
2010-01-28,Jueves,08:20:00,GUAVIO E-3,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30.0,SOLTERO,COLOMBIA,DELINCUENCIA,-,PRIMARIA,MASCULINO
2010-01-28,Jueves,16:10:00,ALFONSO LOPEZ E-5,ene.,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,67.0,VIUDO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,FEMENINO
2010-01-28,Jueves,05:10:00,EL AMPARO E-8,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,MASCULINO
2010-01-28,Jueves,19:04:00,LA ALAMEDA E-19,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30.0,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,MASCULINO
2010-01-28,Jueves,19:11:00,LOS MOLINOS II SECTOR E-18,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
2010-01-29,Viernes,19:20:00,EL RECREO DE LOS FRAYLES E-11,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-29,Viernes,18:40:00,CARACOLI E-19,ene.,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17.0,NO REPORTA,COLOMBIA,DESEMPLEADO,-,PRIMARIA,MASCULINO
2010-01-29,Viernes,18:15:00,EL PINAR E-11,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24.0,NO REPORTA,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-29,Viernes,04:50:00,EL AMPARO E-8,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40.0,UNION LIBRE,COLOMBIA,COMERCIANTE,-,PRIMARIA,MASCULINO
2010-01-29,Viernes,22:28:00,SAMPER MENDOZA E-14,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40.0,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,FEMENINO
2010-01-30,Sábado,09:00:00,SIERRA MORENA E-19,ene.,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,FEMENINO
2010-01-30,Sábado,01:30:00,BOSQUE DE LA COLINA E-11,ene.,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18.0,SOLTERO,COLOMBIA,ESTUDIANTE,-,SUPERIOR,MASCULINO
2010-01-30,Sábado,13:15:00,PASADENA E-11,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,33.0,SOLTERO,COLOMBIA,GANADERO,-,SECUNDARIA,MASCULINO
2010-01-30,Sábado,08:10:00,TUNJUELITO E-6,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25.0,SOLTERO,COLOMBIA,DESEMPLEADO,-,ANALFABETA,MASCULINO
2010-01-30,Sábado,12:25:00,BARCELONA E-4,ene.,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26.0,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,MASCULINO
2010-01-30,Sábado,11:01:00,VILLAS DE GRANADA E-10,ene.,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,30.0,CASADO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,MASCULINO
